,date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
15731,2008-01-17 14:35:00,azusa,ca,USA,disk,900.0,15 minutes,Silver Reflecting Disk shape object over Azusa.CA,3/31/2008,34.1336111,-117.9066667
51144,2013-06-22 22:00:00,versailles,ky,USA,circle,60.0,1 minute,Picture of round shape in Kentucky sky,7/3/2013,38.0525,-84.73
45812,2013-05-05 00:30:00,la crosse,wi,USA,light,300.0,5 minutes,4 or 5 pulsating balls of orange light&#44 not paper lanterns&#44 some kind of formation&#44 hovering.,5/15/2013,43.8013889,-91.2394444
78709,2005-09-30 23:00:00,tinley park,il,USA,light,3600.0,1 hour,2 objects that moved uniformally slowly&#44 quickly&#44 and stopping and staying together,10/11/2005,41.5733333,-87.7844444
59264,2008-07-23 18:00:00,columbia,mo,USA,cigar,300.0,5 minutes,MISSOURI INVESTIGATORS GROUP Report::  I LOOKED UP AND SAW A SILVER CIGAR SHAPE OBJECT TRAVELING WEST TO EAST.,12/12/2009,38.9516667,-92.3338889
56035,2007-07-13 21:33:00,st. louis,mo,USA,triangle,360.0,6 minutes,THe ufo was a triangle and it tryed to abduct me and it happend before 8 years ago. 500 Lights On Object0: Yes,8/7/2007,38.6272222,-90.1977778
19286,2004-12-20 16:00:00,west lafayette,in,USA,oval,20.0,20 seconds,2000 mph metalic oval with con trail in day time sky over Indiana.,1/11/2005,40.4166667,-86.8752778
15911,1999-01-18 17:00:00,baltimore,md,USA,light,45.0,30-45 seconds,Approximately 15 spheres of light traveling down and to the east.,2/16/1999,39.2902778,-76.6125
9551,2006-11-15 16:00:00,hyde park,ny,USA,chevron,120.0,minutes,B-2 Bomber hovers&#33 My sister was in her back yard when she heard a &quot;whooshing&quot; sound&#44 very loud.  She turned to see the B-2 bomber (Ste,12/7/2006,41.7847222,-73.9336111
58995,2001-07-22 23:30:00,clearlake,ca,USA,light,60.0,60 seconds,Two objects steady burning / high elevation &#44 no sound .,8/5/2001,38.9583333,-122.6252778
12349,2006-11-22 00:00:00,west grove,pa,USA,triangle,3600.0,30-60 mintues,Large Black Triangular Blinking Aircraft,12/7/2006,40.0047222,-75.635
79215,2011-09-04 02:45:00,coppell,tx,USA,light,5.0,5 seconds,((HOAX??))  A light from the sky&#44 with no sound&#44 and this was clearly squared &#44 it was a soft scanning light like a copier machine,10/10/2011,32.9544444,-97.0147222
8788,2011-11-12 19:00:00,hanover,ma,USA,sphere,180.0,3 minutes,A sphere organge and red in color gliding silently through the sky.  Made no noise at all...speechless.,12/12/2011,42.1130556,-70.8125
7272,2006-10-09 23:00:00,indianapolis,in,USA,light,60.0,1 minute,I was casually observing stars in the clear night sky&#44 when a somewhat brilliant white light high up in the northwestern sky caught my,4/27/2007,39.7683333,-86.1580556
26166,2011-02-12 22:00:00,carlsbad,ca,USA,flash,5.0,3-5 seconds,very large strobe light-like flash moving at excessive speed,2/18/2011,33.1580556,-117.3497222
60036,2013-07-26 23:23:00,eugene,or,USA,unknown,2.0,few seconds,Star like white light/ moves across sky and disapears,8/30/2013,44.0522222,-123.0855556
23645,2011-01-28 22:16:00,lynnwood,wa,USA,unknown,45.0,45sec,small fire ball moving at very slow speed,12/12/2011,47.8211111,-122.3138889
37183,2005-04-16 15:00:00,monmouth county,nj,Other,cigar,10.0,about 10 seconds,small silver cigar shaped object over New Jersey,5/11/2005,40.258946,-74.123996
52722,1972-06-30 19:00:00,lenoir,nc,USA,disk,60.0,1 minute,APPROX. SUMMER 1972 AT A DRIVE INN WITH PARENTS AND BROTHERS AND SISTER.MY BROTHER KEPT SAYING HE SAW SOMETHING.AFTER LOOKING I SAW A D,4/13/2010,35.9138889,-81.5391667
46113,2010-05-07 22:30:00,newcastle (australia),,Other,oval,30.0,30sec,Flashing disc over Kotara 2010,5/13/2012,-32.927792,151.784485
56572,1972-07-15 22:00:00,el paso,tx,USA,light,720.0,12 min.,Large Mothership type craft drops smaller craft out of bottom then disappears,8/20/2001,31.7586111,-106.4863889
76683,2007-09-02 23:00:00,gwinn,mi,USA,cigar,180.0,2-3 min,cigar like objects going at high rates of speed,10/8/2007,46.2811111,-87.4408333
48208,1999-06-13 20:00:00,arvada,co,USA,light,1200.0,20 minutes,Report to COMUFON: James Peters&#44 303-344-5576. Two observers. Very fast moving lights. Changes in direction and velocity.,10/2/1999,39.8027778,-105.0869444
69266,2004-08-24 23:40:00,canyon,tx,USA,other,2280.0,38 minutes,Lights over canyon,9/1/2004,34.9802778,-101.9183333
9836,1999-11-16 19:05:00,napoleon,oh,USA,fireball,90.0,1.5 min,Bright light/craft  with tail traveling s-ne,11/17/1999,41.3922222,-84.1252778
18008,2012-12-13 21:15:00,great falls,mt,USA,fireball,10.0,10 seconds,4 dull orange colored orbs heading SW split into pair formation. No sound.,12/20/2012,47.5002778,-111.3
13095,2006-11-26 15:30:00,tucson,az,USA,unknown,300.0,3-5 min.,It was a silvery bright object traveling east to west over mountains in the city of Tucson.,12/7/2006,32.2216667,-110.9258333
47479,1990-06-01 12:00:00,greenville,de,USA,disk,30.0,30 seconds,White disc makes sharp turns and then shoots up as fast as lightning.,1/10/2014,39.7788889,-75.5986111
59387,2000-07-24 21:30:00,overcup,ar,USA,triangle,600.0,10min,3 ufo north on hwy 9,7/29/2000,35.225,-92.6919444
29294,2005-02-04 00:00:00,phoenix,az,USA,rectangle,120.0,1-2 minutes,UFO Sighting on North Mountain in Phoenix,9/2/2005,33.4483333,-112.0733333
22419,2012-12-04 21:30:00,westboro,mo,USA,sphere,5.0,5 seconds,Translucent light blue sphere with orange electrial bolts apearing inside and tail trailing behind.,12/20/2012,40.5347222,-95.3188889
75566,2008-09-18 06:30:00,mishawaka,in,USA,circle,45.0,45sec,a round object&#44 with a loud noise and two green lights on the top&#44 spinning&#44 It was there and just like that it was gone,10/31/2008,41.6619444,-86.1586111
6485,2004-10-05 22:00:00,wildomar,ca,USA,cross,20.0,20 seconds,Silent fixed wing craft without lights.,10/27/2004,33.5988889,-117.2791667
10631,2002-11-19 03:40:00,houston,tx,USA,formation,10.0,8~10 seconds,Three red light formation over Houston,11/20/2002,29.7630556,-95.3630556
16981,2007-12-10 19:13:00,worcester,vt,USA,sphere,75.0,1:15,7:00 pm Dec. 10 2007  I am weather forecaster meteorologist with two decades plus of experience observing. I work for a radio station i,3/4/2008,44.3736111,-72.5502778
74629,1983-09-15 05:00:00,minden,nv,USA,sphere,600.0,10 minutes,driving up mountian road&#44observed 3 large round balls hanging in mid-air,1/28/1999,38.9541667,-119.7647222
60182,2009-07-27 03:30:00,flower mound,tx,USA,light,35.0,35 seconds,Unknown lights hovering above store.,1/31/2011,33.0144444,-97.0966667
75252,1999-09-17 20:11:00,boring,or,USA,circle,180.0,about  3 minutes,A total of three crafts were seen&#44 one of them branching off the other.,10/2/1999,45.43,-122.3736111
59036,2007-07-22 01:00:00,glen arbor,mi,USA,light,3600.0,1 hour,Two lights&#44 opposite sides of night sky.  Random paths of high speed movement. MI  ((NUFORC Note:  Sighting of Venus and Jupiter?  PD)),8/7/2007,44.8975,-85.9852778
22411,2012-12-04 19:10:00,adams county (on co. hwy. d),wi,USA,fireball,120.0,1-2 minutes,3-5 Yellowish-orangish sphere/orbs seen by retired police officer in central Wisconsin,12/20/2012,43.9561111,-89.8180556
27705,2008-02-21 02:00:00,manheim,pa,USA,light,420.0,5 to 7 mins.,light or round bright object seen in PA.,3/4/2008,40.1633333,-76.3952778
52520,2011-06-29 22:00:00,jeannette,pa,USA,light,120.0,2 minutes,Silent light heading over night sky.,7/4/2011,40.3280556,-79.6155556
62422,2012-07-04 20:15:00,las vegas,nv,USA,circle,45.0,45 seconds,Tight formation of 2-3 disk shaped objects flying slowly S/W over residential area.,8/5/2012,36.175,-115.1363889
31329,2005-03-14 15:45:00,meredith (australia),,Other,disk,600.0,5-10 minutes,I&#39m just letting you know i when i pulled over i drew the ufo i saw. So if you&#39d like it just let me know how i can get it to you&#44 Your,2/14/2006,-37.84539,144.077377
16944,2006-12-10 02:45:00,jacksonville,fl,USA,other,10.0,5 to 10 seconds,I was outside after coming back from a dance.  It was between 2:45am and 3:00am.  I was outside because it was said that Mercury&#44 Mars&#44,12/14/2006,30.3319444,-81.6558333
16110,2008-01-18 19:30:00,brunswick,ny,USA,unknown,2.0,1-2 seconds,Uncommonly fast moving light east of Albany&#44 NY,1/21/2008,42.7358333,-73.5619444
67981,2000-08-20 21:00:00,white bear lake,mn,USA,unknown,600.0,10 minutes,2 flashing lights in the sky&#44 circle counter clockwise one on right goes behind moon and they moved away from each other,6/4/2004,45.0847222,-93.0097222
63072,1985-07-06 04:00:00,kona,hi,Other,triangle,10.0,10 seconds,The green light was brighter than any nav light on an aircraft or boat.,1/22/2004,19.639994,-155.996926
839,2006-10-01 23:17:00,cascade,co,USA,circle,15.0,15 seconds,I was standing on my deck facing east when I saw orange objects fly from north to south. They appeared to maybe be comets but I cannot,10/30/2006,38.8966667,-104.9716667
61947,2008-07-04 22:30:00,albuquerque,nm,USA,sphere,4.0,4 seconds,Sphere seen at Fourth of July Fireworks Albuquerque,7/5/2008,35.0844444,-106.6505556
28100,2011-02-22 22:18:00,prunedale,ca,USA,light,900.0,15 min- unknown,Flashing MultiColered Light In Prunedale&#44 CA.,2/23/2011,36.7758333,-121.6686111
32181,2004-03-18 21:45:00,danville,ky,USA,other,20.0,20 seconds,Faint but large boomerang shaped object  then small star like object turning red,3/23/2004,37.6455556,-84.7722222
64932,1995-08-01 22:10:00,tacoma,wa,USA,,60.0,60 sec.,Woman and landlord witness &quot;two boxes connected at one corner&quot; drifting north.  Faint reddish color.  Witness alarmed by sighting.,11/2/1999,47.2530556,-122.4430556
71315,2000-08-04 11:45:00,renton,wa,USA,formation,10.0,5-10 seconds,UFO&#39s in Formation,8/5/2000,47.4830556,-122.2158333
37000,2006-04-15 02:04:00,crystal lake,il,USA,oval,60.0,1 minute,a grey mettalic oval(s) seen high in the sky.  ((NUFORC Note:  Student report.  PD)),8/7/2007,42.2411111,-88.3161111
2034,2001-10-15 17:30:00,aurora,co,USA,formation,300.0,3-5min,6 crescent shapes in the sky southeast of denver,10/27/2004,39.7294444,-104.8313889
5766,2004-10-31 19:30:00,tinley park,il,USA,cigar,1500.0,25 minutes,3 Red Lights over Tinley Park&#44 IL,11/2/2004,41.5733333,-87.7844444
61003,2001-07-31 23:29:00,coleman,wi,USA,circle,2.0,seconds,July 31&#44 01 large blue light&#44red tail&#44 23:29,8/12/2001,45.065,-88.0341667
499,1966-10-01 22:30:00,anamosa,ia,USA,unknown,60.0,60 seconds,large quiet  craft&#44 covered with blackness&#44 and &quot;stars&quot; to not be noticed&#44 moving slowly southwest to north north east.,9/17/2000,42.1083333,-91.285
18620,1977-12-17 19:30:00,muscoda,wi,USA,triangle,20.0,20 sec.,I saw lights in a triangle shape decending straight down and a red light came on as it went behind the hills.,10/31/2008,43.185,-90.4430556
58481,2013-07-20 00:00:00,stringsville,oh,Other,sphere,60.0,1 minutes,Bright orange sphere hovering and dissapearing and appearing again.,7/22/2013,41.314497,-81.83569
78828,2013-09-30 07:30:00,muskegon,mi,USA,teardrop,600.0,10 minutes,Bright white light moving vertical then horizontal.,10/3/2013,43.2341667,-86.2483333
2064,2002-10-15 22:00:00,san clemente,ca,USA,triangle,900.0,10-15 min,Triangular object cruzes north slowely along the 5 freeway in San Clemente CA( 10/15/02),11/26/2003,33.4269444,-117.6111111
6,1965-10-10 21:00:00,penarth (uk/wales),,Britain,circle,180.0,about 3 mins,penarth uk  circle  3mins  stayed 30ft above me for 3 mins slowly moved of and then with the blink of the eye the speed was unreal,2/14/2006,51.434722,-3.18
35216,2009-03-07 23:45:00,salt lake city,ut,USA,unknown,600.0,10 minutes,pulsating figure.  ((NUFORC Note:  Possible sighting of Sirius&#44 which is quite prominent in the SW sky&#44 at this hour.  PD)),3/19/2009,40.7608333,-111.8902778
3757,2013-10-02 20:00:00,sherwood/north little rock,ar,Other,other,7200.0,2 hours,Crazy UFO sightings.,10/3/2013,34.786449,-92.253193
40375,2008-04-05 16:00:00,pomona,ca,USA,unknown,1800.0,20-30 minutes,The craft moved too much to be an airplane and it made certain moves that make it not man made.,6/12/2008,34.0552778,-117.7513889
62657,2013-07-04 21:40:00,golden,co,USA,formation,300.0,~5 minutes,Advanced light patterns turning in sharp angles and moving at high speeds in a fluid manner that no known human aircraft could handle.,7/14/2013,39.7555556,-105.2205556
59382,1999-07-24 19:50:00,alamosa (east of&#44 on hwy 160),co,USA,disk,600.0,approx.1 hr.,My friend and me were coming down the mountain into the valley when I spotted it in the clouds just sitting there as clouds went by it.,8/5/2001,37.4694444,-105.8694444
74388,2008-09-14 18:00:00,syosset,ny,USA,disk,600.0,8-10 minuteswhile driving,UFO over central long island,10/31/2008,40.8261111,-73.5025
43921,2012-05-22 17:00:00,oak creek,wi,USA,sphere,3600.0,1hr,silver balls with vapor trail.,7/4/2012,42.8858333,-87.8630556
67591,2012-08-18 23:55:00,tel mond (israel),,Other,light,37800.0,1-1 1/2 hours,Orange to off white objects.,8/19/2012,32.256608,34.91846
7130,2010-10-08 21:05:00,cleveland heights,oh,USA,circle,30.0,30 seconds,Friend and I were standing outside in cleveland heights. Saw a round orange-like orb moving from South to north; difficult to estimate,11/21/2010,41.52,-81.5563889
76448,2010-09-21 21:30:00,palm bay,fl,USA,oval,2.0,seconds,Bright yellow and red object over USAF tracking station,11/21/2010,28.0341667,-80.5888889
37829,2014-04-19 16:30:00,fife (uk/scotland),,Britain,other,30.0,30 seconds,SILVER SPINNING OBJECT MOVING AT A FAST PACE.,4/24/2014,56.25,-3.166667
1040,2001-10-12 15:40:00,denver,co,USA,disk,120.0,2 minutes,As I was driving in my car on the way home from work&#44 I stopped at the red light turning west on Colfax Avenue.  I was on the intersect,11/20/2001,39.7391667,-104.9841667
31144,2005-03-13 00:05:00,lacey,wa,USA,light,600.0,ten minutes,Early this Sunday&#44 at approximately 12:05am&#44 while meditating&#44 I saw a very bright object in eastern sky over Lacey&#44 Washington.  The o,4/16/2005,47.0344444,-122.8219444
68703,2013-08-02 20:45:00,newport news,va,USA,light,180.0,3 minutes,Saw several red lights (appeared to be airplane lights)&#44 one white&#44 moving silently and slowly in the dark night sky all grouped togeth,8/30/2013,36.9786111,-76.4283333
61787,2004-07-04 05:36:00,provo,ut,USA,teardrop,2400.0,30-40 min.,I think I was abducted,5/24/2005,40.2338889,-111.6577778
70910,2005-08-31 23:30:00,st. louis (mehlville),mo,USA,disk,30.0,20-30 seconds,Saw a strange hovering object move across road.,10/11/2005,38.6272222,-90.1977778
38720,2011-04-23 21:00:00,murfreesboro,tn,USA,rectangle,1800.0,30 minutes,12 to 15 orange fiery object over Murfreesboro&#44 TN,5/2/2011,35.8455556,-86.3902778
28362,2002-02-24 21:30:00,placentia,ca,USA,changing,600.0,10 minutes,Rumbling UFO spotted over Placentia&#44 CA.,3/19/2002,33.8722222,-117.8694444
52649,1963-06-30 14:00:00,anaheim,ca,USA,disk,1200.0,20 min +,First sighting 1963 disk shaped 50 foot diameter&#44 no noise and was stable when stopped over my head.,4/18/2012,33.8352778,-117.9136111
17137,2005-12-11 22:30:00,purcellville and lovettsville (near),va,Other,other,240.0,2-4 minutes,Two Low-flying lighted crafts were sighted at different times on the same night by two witnesses.,12/16/2005,39.221577,-77.672235
43270,2013-05-19 10:37:00,paso robles,ca,USA,rectangle,2.0,seconds,Gray/White object moving very fast photographed over Paso Robles.  ((NUFORC Note:  Hummingbird or cicada&#44 we suspect.  PD)),6/2/2013,35.6266667,-120.69
43188,2007-05-19 21:10:00,toronto (canada),on,Canada,circle,2400.0,40 min,UFO in dark&#44 &quot;star-less&quot; sky,6/12/2007,43.666667,-79.416667
2786,2007-10-18 21:45:00,myrtle beach,sc,USA,light,420.0,5 -7 minutes,Bright lights over the ocean in Myrtle Beach&#44 SC... 3 of them forming a diagonal line.,11/28/2007,33.6888889,-78.8869444
64976,1999-08-01 13:00:00,tucson,az,USA,sphere,900.0,15 min,Saw a large silver object while pumping gas.  Purchased a camara at the am/pm store and took a roll of film.  While filming&#44 saw severa,12/16/1999,32.2216667,-110.9258333
34217,2009-03-30 06:00:00,crestwood,il,USA,triangle,300.0,5 minutes,Triangular Matte Black Object against clear East pre sunrise sky in Crestwood IL,4/14/2009,41.6611111,-87.7525
78309,2013-09-28 05:20:00,palm springs,ca,USA,flash,20.0,20 seconds,I was waiting outside my car for someone and I saw a flash come from above me. I thought it was a low flying airplane but when I looked,9/30/2013,33.8302778,-116.5444444
55450,2001-07-01 22:40:00,countryside,il,USA,egg,5.0,4-5 seconds,neon blue eggshaped object fell from sky very large no lights no sound lots of mass and leveled out when approched ground,8/5/2001,41.7827778,-87.8780556
14011,2004-01-13 19:50:00,myrtle beach,sc,USA,light,10.0,5 - 10 seconds,UFO in Myrtle Beach&#44 SC.,7/25/2004,33.6888889,-78.8869444
76167,2008-09-20 02:00:00,lebanon,ky,USA,unknown,120.0,2 mins,white craft with red stripe streaking extremely fast in sky&#44 with engine break grinding/whinning sound following within 2seconds,1/10/2009,37.5697222,-85.2527778
45243,2010-05-31 11:15:00,thousand oaks,ca,USA,circle,600.0,ten minutes (twice),The first sighting was about 11:00am. The object appeared white&#44 not shiny. Altitude&#44 maybe around 5000 feet and very slowly moving to,6/3/2010,34.1705556,-118.8366667
25758,2009-02-11 20:15:00,boulder,co,USA,other,420.0,7  minutes,strange hovering white light that eventually descended slowly,3/19/2009,40.015,-105.27
1498,1998-10-14 19:55:00,otis,or,USA,other,3.0,3 seconds,From WSW to ENE&#44 crescent shaped object&#44blue&#44white in color. Slower than normal meteor speed.,11/1/1998,45.0244444,-123.9452778
50752,2012-06-21 22:45:00,charleston,sc,USA,light,2.0,seconds,Big white light (size of plane about 200 yards away) darted across the sky,7/4/2012,32.7763889,-79.9311111
11142,2009-01-01 00:20:00,london (uk/england),,Britain,disk,420.0,7minutes,orange round vessel in sky over Chertsey Surrey.,1/10/2009,51.514125,-0.093689
41834,1995-05-12 20:00:00,santa fe,tx,USA,chevron,7200.0,2hours,incredibly massive slow moving craft&#44 chevron or wing shaped with multiple lights of the same hue of red.,12/19/2003,29.3777778,-95.1055556
72973,2011-09-10 20:54:00,renton,wa,USA,light,300.0,<5 minutes,Two bright orange lights at high altitude&#44 Seattle Wa,10/10/2011,47.4830556,-122.2158333
70482,2010-08-29 21:00:00,denham springs,la,USA,disk,240.0,3-4 min.,Fireball becomes a saucer right in front of my eyes&#33&#33&#33,11/21/2010,30.4866667,-90.9561111
15661,2005-11-07 18:40:00,fort walton beach,fl,USA,light,600.0,10 mins,Five bright amber lights form a &quot;W&quot; formation and hover 5 mins over NW FL sky 1840L Mon 7 Nov &#3905.,12/16/2005,30.4055556,-86.6188889
55429,2000-07-01 22:30:00,salinas,ca,USA,fireball,15.0,15 seconds,One brightly lit ball that left a trail.,7/11/2000,36.6777778,-121.6544444
11531,1998-11-20 01:30:00,brentwood,ca,USA,fireball,5.0,5 seconds,THE OBJECT WAS ROUND IN SHAPE&#44IT WAS ELECTRIC IN ITS INTENSITY&#44 ORANGE IN THE CENTER AND GREEN AROUND THE OUTER PERIMETER OF THE ORANGE,4/27/2004,37.9319444,-121.6947222
1860,1988-10-15 19:30:00,london (uk/england),,Britain,circle,240.0,4 minutes,Too big to be a balloon - i haven&#39t been able to completely forget it.  Would really like an explanation.,8/5/2001,51.514125,-0.093689
53579,1970-06-05 00:50:00,cleveland (lakewood),oh,USA,disk,900.0,15min,I was asleep with my mom and little brother when for some wierd feeling I opened my eyes .I was faceing a window and looked outside to,9/19/2002,41.4994444,-81.6955556
22042,2009-01-23 21:00:00,surrey (canada),bc,Canada,light,1800.0,30+ minutes,There was a bright light in the night sky&#44 moving at sharp angles in a predictable rectangular path.  ((NUFORC Note:  Venus.  PD)),3/19/2009,49.136353351,-122.821343315
50105,2004-06-19 20:00:00,westland,mi,USA,diamond,1800.0,30 min,High Altitude Aircraft?,6/23/2004,42.3241667,-83.4002778
20065,2010-12-23 18:00:00,lethbridge (canada),ab,Canada,unknown,300.0,five minutes,anomalous object with erractic flight patterns over Lethbridge&#44 Alberta.,1/5/2011,48.366667,-53.866667
20388,2013-12-24 21:30:00,albuquerque,nm,USA,cone,1800.0,30 minutes,Christmas Eve 2013 headed South leaving Albuquerque&#44 saw a craft that looked like a spinning top with rings spinning around it&#44,2/7/2014,35.0844444,-106.6505556
77116,1998-09-23 21:00:00,houston,tx,USA,fireball,4.0,4 seconds,I was at the Texaco gasoline loading rack on the north side of Houston. I was loading my truck&#44 when i happened to look to the west and,9/26/1998,29.7630556,-95.3630556
26272,2008-02-13 23:30:00,ayden,nc,USA,oval,3.0,3 seconds,Unexpected UFO Sighting,3/4/2008,35.4725,-77.4158333
42998,2003-05-18 12:00:00,woburn,ma,USA,rectangle,600.0,10 minutes,Multiple very colorful objects in the middle of a beautiful sunny day at the sky for 10-15 minutes.h,5/27/2003,42.4791667,-71.1527778
12956,2008-11-25 20:00:00,petrinja (croatia),,Other,light,900.0,15 minutes,An unknown light/object over a hill in Petrinja,1/10/2009,45.442254,16.276859
24273,2014-01-31 21:45:00,winchester,va,USA,triangle,120.0,a few minutes,We saw 6 lights that formed 2 symmetrical triangles hovering over Winchester or east of Winchester. They were close.,2/7/2014,39.1855556,-78.1636111
53156,2008-06-30 23:46:00,st helens,or,USA,light,10.0,10 seconds,bright light to the west that needs explanation.,7/5/2008,45.8641667,-122.8052778
53928,2007-06-06 22:00:00,morehead,ky,USA,other,2040.0,two hours plus,We saw an intense light in the night sky on 06-06-2007 shaped like a cross&#8230;  ((NUFORC Note:  Sighting of Venus or Jupiter??  PD)),6/12/2007,38.1838889,-83.4327778
31203,2009-03-13 19:35:00,murrieta,ca,USA,circle,60.0,1 minute,A small&#44 flaming- looking object that moved strangely.,3/19/2009,33.5538889,-117.2130556
16637,2014-01-19 18:36:00,wellington,fl,USA,light,240.0,4 minutes,Circular&#44 very strong white light.,1/24/2014,26.6583333,-80.2416667
49849,1994-06-18 23:00:00,richmond,va,USA,oval,180.0,2-3 minutes,A bunch of us were playing B Ball and we all saw three OFOs lit up white.,10/10/2011,37.5536111,-77.4605556
12205,2013-11-02 18:45:00,esch-an-der-alzette (luxemburg),,Other,light,60.0,00:01:00 (estimate),Time: 18:45 (6:45 PM).Date: 11/02/2013 (2 November 2013).Location: Esch-an-der-Alzette&#44 Luxemburg. Description of event: Wa,11/11/2013,49.500881,5.986093
44381,1996-05-26 21:20:00,neodesha,ks,USA,unknown,120.0,2  min.,We thought it was an airplane&#44  then it zoomed away.,4/22/2003,37.4183333,-95.68
77824,2007-09-26 04:00:00,henderson,nv,USA,other,10.0,10 seconds,Very fast half moon craft.,10/8/2007,36.0397222,-114.9811111
21565,2008-12-31 23:55:00,katy,tx,USA,light,240.0,4 min,Orange light over Katy&#44 TX seen 12/31/08,1/10/2009,29.7855556,-95.8241667
15538,1997-11-07 18:45:00,austin,tx,USA,,1140.0,19:00,The UFO I had Reported has turned out to be an IFO to my relief.  It was the Iridium satellite flash. We picked up the satellite naked-,1/28/1999,30.2669444,-97.7427778
31323,2004-03-14 22:00:00,valencia,ca,USA,disk,900.0,one hour plus,Three horizontally placed lights hovering in the sky&#44 attached to an elliptical object.,3/17/2004,34.4436111,-118.6086111
55734,2003-07-12 18:00:00,rancho cucamonga,ca,USA,oval,1200.0,twenty minutes,The object floated on the sky making no noise whatsoever,8/1/2003,34.1063889,-117.5922222
59924,2005-07-26 19:58:00,avinger (lake o&#39 the pinext),tx,USA,changing,30.0,30 seconds,The silent object appeared to be glowing and then began to grow dimmer before I lost it&#44 and I got six pictures of the event.,9/2/2005,32.8997222,-94.5561111
37129,1995-04-16 01:10:00,woodinville,wa,USA,,45.0,45 sec.,Woman (prior caller) repts. 3x12&#39 rectangular section of driveway illuminated from above.  Similar to her incident 22FE95.,11/2/1999,47.7544444,-122.1622222
26042,1998-02-12 22:15:00,sharon (to brookfield&#44 oh),pa,USA,changing,600.0,app.  10 min,Object seen as round light initially&#44 changed colors white to yellow&#44 orange-red&#44 yellow&#44 white&#44 then split into 2 white lights with re,1/28/1999,41.2330556,-80.4936111
38078,1984-04-21 22:00:00,magnolia,tx,USA,disk,300.0,5 min.,The object came out of the East and traveled along side the car just above the tree tops.,9/29/2004,30.2091667,-95.7505556
1639,2011-10-14 01:30:00,oldsmar,fl,USA,triangle,1500.0,25 mins.,Strange aircraft appearing&#44 flying and hoovering in the sky&#44then zipping away in a flash at great speeds..,10/19/2011,28.0338889,-82.6652778
10380,2001-11-18 02:22:00,seattle,wa,USA,other,20.0,20 seconds,Slow-flying crescent made up of lots of little balls flies over downtown Seattle,11/20/2001,47.6063889,-122.3308333
41658,2002-05-01 23:30:00,sheridan,or,USA,circle,600.0,10 minutes,3 round white lighted objects&#44hovering then moving quickly across sky&#44then hovered then went quickly up into space.,9/24/2003,45.0994444,-123.3936111
39379,2009-04-27 20:18:00,high point,nc,USA,fireball,10800.0,3hrs,Multiple round&#44 bright orange objects flew above High Point&#44 NC,5/12/2009,35.9555556,-80.0055556
12995,2012-11-25 05:05:00,chicago,il,USA,changing,120.0,1-2 minutes,Brilliant yellow/orange star-like light seen over downtown Chicago.,12/20/2012,41.85,-87.65
49730,2005-06-17 17:00:00,chester,il,USA,disk,30.0,20-30 seconds,a small&#44 yellow&#44 plain disk that hovered slowly moving down the back road.,12/12/2009,37.9136111,-89.8219444
72134,2008-08-07 23:00:00,crater lake,or,Other,fireball,2700.0,hour,Orange Object over Crater Lake,12/12/2009,42.868441,-122.168478
49502,2001-06-16 23:15:00,agawam,ma,USA,teardrop,90.0,90 sec,Fast-moving&#44 silent UFO with strobe-like flickering lights spotted over Western Massachusetts&#44 6/16/01 23:15,8/5/2001,42.0694444,-72.6152778
42422,1996-05-15 06:15:00,jacksonville,fl,USA,,30.0,30 sec.,Two fishermen witness very bright obj. pass overhead from SW to NE.  Covered 90 deg. of arc in 30 sec.&#44 they thought. (Satellite?),11/2/1999,30.3319444,-81.6558333
57031,2003-07-15 22:00:00,fountain valley (2hrs n of; on i-5 s),ca,USA,light,90.0,90 seconds,I don&#39t know what it was.  More modern than anything that I can think of.,7/28/2010,33.7091667,-117.9527778
54290,2006-06-08 15:00:00,shropshire (uk/england),,Britain,disk,120.0,2mins,((HOAX??))  round,4/27/2007,52.666667,-2.75
39991,2001-04-03 02:00:00,vancouver (canada),bc,Canada,light,5400.0,1.5 hours,Over a hundred UFO&#39s flying the skys of Cancun&#44 Mexico.,4/28/2001,49.25,-123.133333
29847,1995-02-08 05:30:00,north bend,wa,USA,,6300.0,105 min,Young couple witness very bright &quot;diamond&quot; w/ lights on multiple occasions.  Other reports from same area.,11/2/1999,47.4958333,-121.7855556
36302,2005-04-12 13:00:00,los angeles,ca,USA,triangle,3.0,3 seconds,A triangular - silent object glided through the skyscrapers in downtown LA  ((NUFORC Note:  B-2 bomber?  PD)),4/16/2005,34.0522222,-118.2427778
19728,2010-12-02 19:00:00,silver spring,md,USA,circle,300.0,approximately five minute,Five to eight orange circles in the sky.,1/5/2011,38.9905556,-77.0263889
30296,2008-03-10 21:15:00,little rock/maumell,ar,Other,unknown,60.0,1 minute,Horizontal row of lights seen from a bridge over the Arkansas river&#44 which changed configuration to a vertical column and disappeared,3/31/2008,34.831211,-92.431923
66886,1986-08-16 21:00:00,del rio,tx,USA,triangle,20.0,20 seconds,V-shaped object in Del Rio Texas,10/8/2007,29.3625,-100.8963889
77971,2000-09-27 21:45:00,challis,id,USA,triangle,60.0,45-60sec,An enormous triangular silent object just floating 200 feet straight above us.,12/2/2000,44.5047222,-114.2308333
